,Review,Ratings
3899,Worthless Superb 👌READ MORE,5
3900,Mind-blowing purchase Good oneREAD MORE,5
3901,Super! Nice qualityREAD MORE,5
3902,Highly recommended Simply Perfect 👌READ MORE,5
3903,Classy product Nice and durable Specifically... very effective for beginnersREAD MORE,4
3905,Did not meet expectations It get damaged at fast.READ MORE,3
3906,Great product The rubber is not qualifyREAD MORE,3
3908,Awesome Good quality & faster deliveryREAD MORE,5
3909,Fabulous! Waste.....waste....waste...loss of money..!Don't buy guysREAD MORE,1
3910,Brilliant As always. It's the best buy. And Flipkart is the right place for thisREAD MORE,5
3911,Unsatisfactory Excellent product!!READ MORE,5
3912,Best in the market! Gud 1READ MORE,5
3913,Worth every penny Shuttle is very good in quality.And the rubber part is also very smooth for paly.READ MORE,5
3914,Wonderful Awesome must buyREAD MORE,5
3915,Great product very worstREAD MORE,1
3916,Awesome Great for that priceREAD MORE,5
3917,Highly recommended Loved it...READ MORE,4
3918,Must buy! Package was good and they sent latest mfg part.READ MORE,5
3919,Perfect product! SupperREAD MORE,5
3921,Good choice Packing is very worstREAD MORE,1
3922,Excellent Nice shuttleREAD MORE,5
3923,Just wow! Super dealREAD MORE,5
3926,Best in the market! Highly durable! Will buy moreREAD MORE,5
3927,Wonderful I feel better now when I am playingREAD MORE,5
3928,Perfect product! Good product...original and good price than marketREAD MORE,5
3929,Worst experience ever! Order to Delivery completed in 35 hours. Great Flipkart...READ MORE,5
3930,Super! Best qualityREAD MORE,5
3931,Terrific Still goodREAD MORE,4
3932,"Excellent Nice. Very fast delivery by flipkart. Delivered next day in small city banswara,Rajasthan. Superb. 5 star for delivery.READ MORE",5
3933,Fabulous! Good quality.READ MORE,5
3934,"Classy product Best product flipkart,4 players continues play per day 4 hour 8 day one cork.READ MORE",5
3935,Does the job Good oneREAD MORE,5
3937,Brilliant osm product....READ MORE,4
3938,Classy product Good jobREAD MORE,5
3939,Great product Good oneREAD MORE,1
3942,Hated it! Good productREAD MORE,5
3943,Terrific It's good in slow.... I'll pref fast one.. Overall its goodREAD MORE,5
3944,"Must buy! Best one...., ⭐⭐⭐⭐⭐READ MORE",5
3945,Worth the money good productREAD MORE,3
3946,Must buy! Quality productWonderful deliveryDelivered on timeGood packagingREAD MORE,5
3947,Best in the market! GdREAD MORE,5
3950,"Best in the market! This Product is perfect for regular badminton players, in Indoor atmosphere.READ MORE",5
3951,Brilliant Simply awesomeREAD MORE,5
3952,Nice product The product i received was not good.READ MORE,1
3953,Fair Mainde  blowingREAD MORE,5
3954,Good Gud productREAD MORE,5
3956,Must buy! Excellent productREAD MORE,5
3957,Terrific purchase Genuine product by yonex. Durable shuttles.READ MORE,5
3958,Fabulous! Bottom part use to come out white smashREAD MORE,3
3959,Wonderful Nice specifyREAD MORE,5
3960,Very Good It's highly durable and of great quality...I just loved it 🥰READ MORE,5
3962,Just okay Poor qualityREAD MORE,4
3963,Good quality product Using it for few weeks... So far performance is okay...have good shot strength... easily recommendable.... durability have to be checked..READ MORE,3
3964,Must buy! It is strictly made to meet the Indoor Conditions. Don't buy this if U are playing in Outdoor Conditions.READ MORE,3
3967,Excellent Delivery service simply superbREAD MORE,5
3968,Good quality product Delivery boy is very helpful.READ MORE,5
3969,Worth the money It's not a bad product. but quality is not good  that's it..READ MORE,5
3970,Must buy! Nice oneREAD MORE,4
3971,Really Nice It's looking cute and also it's playing greatREAD MORE,5
3972,Simply awesome good product .READ MORE,3
3973,Mind-blowing purchase Good👌🏻READ MORE,4
3974,"Good quality product Good, no one is damaged all  shuttles are goodREAD MORE",5
3975,Not good Really Good... Recommended... I will bought it againREAD MORE,5
3976,Super! Good jobREAD MORE,5
3977,"Nice product Super. Must buy. Thanks to flipcart for good service and their super fast service is ""never before"".READ MORE",5
3978,Must buy! evergreenREAD MORE,4
3979,Terrific ExcellentREAD MORE,4
3980,Good Box same but shuttlecocks changeREAD MORE,5
3981,Brilliant Mavis is massive shuttleREAD MORE,4
3983,Awesome Excellent slow moving durable productREAD MORE,5
3984,Excellent Very niceREAD MORE,4
3985,Perfect product! Quality vevy very very very bad....whyREAD MORE,2
3986,Classy product Good product must buy.......READ MORE,5
3987,Mind-blowing purchase very good productREAD MORE,4
3989,Highly recommended Very good quality and very durable product.READ MORE,5
3990,"Pretty good Should be economic, higher cost causes less people will attract to bedmintonREAD MORE",3
3991,Value-for-money Awesome product 👌👌👌👌READ MORE,5
3992,Great product best qualityREAD MORE,4
3993,Very Good good productREAD MORE,5
3994,Worth every penny Good product 👍 so thank you flipkart and sellerREAD MORE,5
3996,Highly recommended WellREAD MORE,5
3997,Nice product Slow shuttle nice productREAD MORE,5
3998,Terrific purchase Powerful shuttleREAD MORE,5
4000,Terrific Timely delivery. Satisfactory under paying conditions.READ MORE,4
4001,Awesome Received in sealed pack.Thanks flippcart and its seller.READ MORE,4
4002,Decent product Got this product in 2 days heavenly awesomeREAD MORE,5
4003,Fair Nice productREAD MORE,4
4004,Does the job SatisfiedREAD MORE,5
4005,Perfect product! Rightly priced... Good Quality..worth the buy..Daily usage and durable too..READ MORE,5
4006,Terrific Superb. Very durableREAD MORE,5
4007,Nice Nice productREAD MORE,4
4008,Highly recommended Absolutely fantastic!READ MORE,5
4009,Does the job Very fantastic product but their plastic is so light weightREAD MORE,5
4012,Good choice too much exepensiveREAD MORE,3
4013,"Just wow! Good one, best choice, super qualityREAD MORE",3
4014,Very Good Nice product tq flipkartREAD MORE,3
4015,Super! Best shuttlesREAD MORE,5
4016,Worth the money Wonder fullREAD MORE,5
4017,Good quality product Not so good as expected....READ MORE,3
4018,Just wow! Gud oneREAD MORE,5
4019,Terrible product ones more time | booked this item From rallinet they cheat me send a dummy Product in the box of YonexREAD MORE,3
4020,Classy product Good purchase..READ MORE,4
4023,Perfect product! Excellent product.I love the delivery of flipkartREAD MORE,5
4024,Best in the market! Its very poorREAD MORE,4
4025,Useless product SuperREAD MORE,5
4026,"Delightful Ok ok, yellow colour is best compared to thisREAD MORE",4
4027,Value-for-money Good  productREAD MORE,4
4028,Terrible product Very NiceREAD MORE,5
4029,Simply awesome Good product worth buying...READ MORE,1
4030,Decent product a GOOD productREAD MORE,5
4031,Brilliant Very good product and good priceREAD MORE,5
4032,Terrific Best buy and its the original productREAD MORE,5
4033,Awesome Good than expectedREAD MORE,5
4034,Just wow! Super long lifeREAD MORE,5
4035,Brilliant Not good & lasting.....READ MORE,1
4037,Wonderful Awesome experience.READ MORE,4
4038,Best in the market! Very badREAD MORE,1
4041,Excellent Mind blowing super fantasticREAD MORE,5
4043,Did not meet expectations Good productGood coveringREAD MORE,5
4044,Very Good Good Product.READ MORE,5
4045,Slightly disappointed Best qualityREAD MORE,5
4046,Good quality product Best qualityREAD MORE,5
4047,"Highly recommended Thanks to Flipkart, fast delivery. One day before. Thanks to  Ekart corrier alsoREAD MORE",5
4049,Brilliant Nice quality....awesome yonex is yonex ....baap is baap 😍😍😍READ MORE,5
4053,Classy product Very slowREAD MORE,1
4054,Brilliant Good product. Packing was little damaged but internal product found safe.READ MORE,4
4055,Good choice Not badREAD MORE,2
4056,Good quality product Gud but need a liitle bit imporovementREAD MORE,4
4057,Decent product Nice product.READ MORE,5
4059,Perfect product! Good quality stuffREAD MORE,5
4060,Moderate Very good shuttle for intermediate users 🍁READ MORE,5
4061,Worth the money GudREAD MORE,5
4062,Simply awesome Nice.and yonex 350 is better than 2000.first I confused very much.at last by some other frnds I ordered this product and was very nice no doubtREAD MORE,5
4063,Nice Brand no more wordsREAD MORE,5
4064,Pretty good Must buyREAD MORE,5
4065,Terrific purchase Good but bit expensiveREAD MORE,4
4066,Best in the market! Value for moneyREAD MORE,4
4067,"Very Good Excellent ,After buying this product ,again I ordered another packREAD MORE",3
4068,Horrible Very good quality.READ MORE,5
4069,Must buy! Genuine productREAD MORE,5
4070,Terrific purchase Second time deliverd orginal product thanks flipkartREAD MORE,2
4071,Must buy! good qualityREAD MORE,4
4072,Good quality product Very goodREAD MORE,5
4073,Must buy! One day late delivery but okREAD MORE,3
4074,Fabulous! Very NiceREAD MORE,4
4075,Value-for-money Got original product checked in sunrise.com..go for itREAD MORE,5
4076,Wonderful Good quality productREAD MORE,5
4078,Mind-blowing purchase Don't buy this item product missing.READ MORE,1
4079,Classy product Right product send by sellerREAD MORE,5
4080,Very Good ExcellentREAD MORE,5
4083,Highly recommended Superb shuttlesREAD MORE,5
4084,Delightful NiceREAD MORE,5
4085,Worth every penny NiceREAD MORE,4
4086,Nice product Good enough to playREAD MORE,5
4087,Simply awesome OkREAD MORE,5
4089,Just wow! NYC oneREAD MORE,5
4091,Just okay Yonex 350 we r using this since 6 7 yrs. It is of good quality.. Better price than open market shops..better to select slow if you are playing outdoor shuttle..READ MORE,5
4093,Fair Super Cheap rateREAD MORE,5
4094,Worth every penny Know for its durability..no need to mention it go for itREAD MORE,4
4095,Worth the money Happy because I got it for reasonable price. Hope I will get the same product again with the same priceREAD MORE,5
4097,"Excellent Very good, timely delivered, thanks to  flipkartREAD MORE",5
4098,Wonderful AwesomeREAD MORE,5
4100,Terrific purchase goodREAD MORE,5
4101,Worth the money goidREAD MORE,3
4102,Terrific purchase Genuine product. Thank you FlipkartREAD MORE,5
4103,Worth every penny NiceREAD MORE,3
4104,Great product NycREAD MORE,5
4105,Terrific Best quality but high price.READ MORE,4
4107,Good GoodREAD MORE,5
4109,"good , but see which speed you are buying Best shuttle toREAD MORE",5
4111,Nice product Maximum 10 daysREAD MORE,4
4113,Fabulous! Nice product I m using it from 5 yearsREAD MORE,5
4114,Awesome Best qualityREAD MORE,5
4115,Highly recommended Great product which is both durable and light weight.READ MORE,5
4116,Terrible product Quality shuttles and speedy delivery by flipkartREAD MORE,5
4117,Does the job Delivery done super fast but it's price keeps increasing regularly. WorrisomeREAD MORE,3
4118,Great product Nice product but feather top is mostly damagedREAD MORE,4
4119,"Worthless good for only beginners or time pass players ,because it flies very slow , if you want to play fast game pick faster one .  quality is really good 1 will come for 100 hours play. i bought them for 750 bit high for slow version.READ MORE",5
4120,Decent product NiceREAD MORE,5
4122,Perfect product! VniceREAD MORE,5
4124,Does the job Super........READ MORE,5
4125,Delightful Really Fantastic 👍READ MORE,5
4126,Terrific every purchase rate increased and product quqlity not goodREAD MORE,1
4127,Hated it! Product quality not goodREAD MORE,3
4128,Fabulous! goodREAD MORE,5
4129,Nice product Waste shuttles too old and wet shuttles don't sell this type of old and useless products sorry to say this next time you sell good productsREAD MORE,1
4130,Excellent Good product but very costly...READ MORE,3
4131,Value-for-money Some shuttlecocks were faster on indoor court.READ MORE,4
4132,Best in the market! Its a premium shuttle.  LonglastingREAD MORE,5
4134,Awesome Quality was not goodREAD MORE,3
4135,Highly recommended Good qualityREAD MORE,4
4137,Must buy! Product not goodREAD MORE,1
4140,Perfect product! Best shuttle in market.. No one near to yonex..READ MORE,5
4141,Best in the market! the rate is costly compare to regular price.it is helpful if u reduce price.READ MORE,4
4142,Classy product Awesome productREAD MORE,5
4143,Pretty good good productREAD MORE,4
4144,Nice product Once again fabulous work flipkart.Great product and great packing.Lot of appreciation for you flipkart.READ MORE,5
4147,Pretty good Thank you Flipkart and saler super quality on low priceREAD MORE,5
4148,Really Nice WonderfulREAD MORE,5
4150,Terrific Excellent purchase...READ MORE,5
4152,Pretty good Good quality shuttles  best for indoor in nylon shuttlesREAD MORE,5
4153,Terrific purchase NiceREAD MORE,4
4155,Utterly Disappointed GreatREAD MORE,5
4156,Terrific purchase Good one for outdoor play also In indoor play very good shuttle to play But confused in 75 & 77..?what is the difference..?READ MORE,4
4157,Brilliant Good quality.READ MORE,4
4159,Pretty good Best shuttles that i used in my lifeREAD MORE,5
4162,Really Nice Good in qualityREAD MORE,4
4163,Worth every penny Ty flipkart got genuine productREAD MORE,5
4164,Worthless Not badREAD MORE,3
4165,"Good choice It's not original.dummy item , don't purchase.READ MORE",1
4166,Classy product best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10READ MORE,5
4168,Fabulous! NiceREAD MORE,4
4169,Mind-blowing purchase SuperREAD MORE,4
4171,Waste of money! Delivery on time but quality not match with YONEX.  Not trustworthy with originalREAD MORE,3
4172,Good choice Best of this price excellent qualityREAD MORE,4
4173,Terrific purchase Nice one! Buy it before thinking even twice.READ MORE,5
4174,Delightful Only for indoorREAD MORE,1
4175,"Wonderful Long lasting, good trajectory and well balanced shuttles must buy productREAD MORE",4
4177,Must buy! Super QualityREAD MORE,5
4178,Excellent Value for money ⭐⭐⭐⭐⭐ 5 starsREAD MORE,5
4180,Perfect product! very niceREAD MORE,5
4181,Good choice Not goodREAD MORE,1
4182,Worth every penny Good product reasonable pricedREAD MORE,4
4183,Simply awesome SuperbREAD MORE,5
4185,Best in the market! Good productREAD MORE,4
4186,Not recommended at all Best qualityREAD MORE,4
4187,Worth the money Great for our outdoor playingREAD MORE,5
4188,Not recommended at all GoodREAD MORE,5
4189,Best in the market! PerfectREAD MORE,3
4190,Wonderful Perfect for allREAD MORE,5
4191,Must buy! Best in the budget.READ MORE,4
4192,Pretty good Nice product I am happy with this product 👌😊😊😊👍READ MORE,5
4193,Very Good Good qualityREAD MORE,5
4195,Worthless superREAD MORE,5
4196,Very Good Bad paking.. very bad.READ MORE,1
4197,Good quality product Good shuttle but after some time upper and lower parts get  differREAD MORE,4
4198,Excellent Quality issueREAD MORE,1
4199,Very Good Very best for money and weight is like holding a pen and the delivery is very fastREAD MORE,5
4201,Mind-blowing purchase AWESOMEREAD MORE,5
4202,Great product Good productREAD MORE,4
4204,Simply awesome Value for money.READ MORE,4
4205,Perfect product! Old stokeREAD MORE,1
4207,Classy product Just okREAD MORE,4
4208,Brilliant Good.READ MORE,5
4210,Best in the market! Awesome product..as expected.great shuttle speed and durability.must buy...READ MORE,5
4211,Worth the money Best in all levels of playersREAD MORE,5
4212,Great product goodREAD MORE,5
4213,Excellent Very good productREAD MORE,5
4214,Utterly Disappointed Great.. I like itREAD MORE,5
4215,Must buy! Nic productREAD MORE,5
4216,Nice product Good one..READ MORE,5
4217,Really Nice Xcellent productREAD MORE,5
4218,Decent product Beginners and intermediate player's can use effectively it's good to play at any conditionsREAD MORE,5
4219,Simply awesome Best product h. Maja aa gyaREAD MORE,5
4220,Simply awesome Good qualityREAD MORE,5
4221,Wonderful Best in marketREAD MORE,4
4222,Awesome I am HappyREAD MORE,5
4223,Value-for-money Nice oneREAD MORE,5
4224,Worth the money Worst  item and old stockREAD MORE,1
4225,Horrible GoodREAD MORE,5
4226,Wonderful Nice productREAD MORE,4
4228,Highly recommended This cork is waste don't buy this....I bought 2 times this cork but this very worst....broked in just 2matchesREAD MORE,3
4229,Worth the money nice oneREAD MORE,5
4231,Awesome AvgREAD MORE,5
4232,Good quality product Nice shuttleREAD MORE,5
4233,Absolute rubbish! BestREAD MORE,4
4234,Excellent Good quality shuttleREAD MORE,4
4235,Very Good Poor qualityREAD MORE,1
4236,Pretty good Satisfied with the qualityREAD MORE,5
4238,Fabulous! Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..READ MORE,5
4239,"Not good Super ,READ MORE",4
4242,Highly recommended These are good for beginners although we should play with feather. These is good not fast enough.READ MORE,4
4243,Worth every penny Very old stock. Shuttles got damaged easilyREAD MORE,1
4244,Good quality product super qualityREAD MORE,5
4245,Pretty good BestREAD MORE,4
4246,Fabulous! Awesome and guinine product.READ MORE,4
4248,Unsatisfactory No words to say...always bestREAD MORE,5
4249,Super! Quality is MediumREAD MORE,2
4250,Could be way better NiceREAD MORE,5
4251,Worth every penny ExcellantREAD MORE,4
4252,Simply awesome Very useful to practiceREAD MORE,5
4253,Brilliant Fabulous product .READ MORE,5
4254,Terrific purchase very much long lastinga must buy productfull PAISA VASOOL productREAD MORE,4
4255,"Worth every penny Awesome , as usualREAD MORE",4
4256,Super! Best in yonexREAD MORE,5
4257,Wonderful Very good product.. genuineREAD MORE,5
4258,Best in the market! Quality is not goodREAD MORE,1
4260,Super! Something wrong with this each shuttle shape changes with one or two set plays don't buy itREAD MORE,2
4261,Brilliant Best in classREAD MORE,5
4262,Awesome original productREAD MORE,5
4263,Great product Good product.READ MORE,5
4265,Great product Delivered on time and nice productREAD MORE,5
4266,Nice product It is a very good.Using from one week.READ MORE,5
4267,Classy product Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.READ MORE,5
4268,Wonderful Delivery was quick.agent behaviour was good as wellREAD MORE,5
4269,Must buy! SuperbREAD MORE,5
4270,Nice product Cheaper than market and they are originalREAD MORE,5
4271,Best in the market! nice productREAD MORE,5
4272,Simply awesome Vvvvvv goodREAD MORE,5
4274,Just okay Very good productREAD MORE,3
4275,Fabulous! Excellent purchaseREAD MORE,5
4277,Terrific purchase Nice QualityREAD MORE,5
4278,Decent product Very nice and durable.. Must go for itREAD MORE,5
4279,Brilliant good quality...superv lifeREAD MORE,5
4280,Nice product Good product.. worth it...READ MORE,4
4281,Worth every penny PerfectREAD MORE,5
4282,Just wow! Varry goodREAD MORE,5
4284,Good quality product Its goodREAD MORE,3
4285,Best in the market! AwesomeREAD MORE,5
4289,Great product very very good productREAD MORE,5
4290,Simply awesome Good durable productREAD MORE,4
4293,Fair Best for outdoor playing.... very good 😁👍READ MORE,5
4295,Wonderful Osm productREAD MORE,5
4296,Worth every penny Nice product .......well experience with flipkart thank you flipkartREAD MORE,4
4298,Terrific purchase Good delivery serviceREAD MORE,5
4299,Must buy! Nice product loved itREAD MORE,5
4300,Wonderful Good and on timeREAD MORE,5
4301,Good choice Very nice according to the price moneyREAD MORE,5
4302,Must buy! Very good👍READ MORE,5
4303,"Brilliant Very good, durableREAD MORE",3
4306,Fair Delivered on time. Happy with delivery serviceREAD MORE,5
4307,Slightly disappointed Good product but if the time of the stability increased it becomes perfect product.READ MORE,4
4308,Great product AuthenticREAD MORE,5
4309,Delightful Value for moneyREAD MORE,5
4310,Classy product GOODREAD MORE,4
4312,Very Good fineREAD MORE,5
4315,Awesome Great product ...durable ...quality is also good when compared to the local marketsREAD MORE,5
4316,Really Nice Quality is not uptoREAD MORE,3
4317,Terrific purchase BadREAD MORE,2
4319,Just okay goodREAD MORE,4
4320,Wonderful Best productREAD MORE,5
4321,Hated it! At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...READ MORE,5
4322,Wonderful Better shuttles from another shuttlesREAD MORE,4
4323,Could be way better It is superREAD MORE,5
4324,Waste of money! GreatREAD MORE,4
4325,"Best in the market! Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.READ MORE",5
4326,Mind-blowing purchase Good productREAD MORE,4
4327,Excellent Good products and good price than outside market..mainly during this lockdownREAD MORE,5
4329,Wonderful OkREAD MORE,3
4331,Best in the market! Not original2nd qualityREAD MORE,1
4332,Terrific ya goodREAD MORE,4
4333,Moderate OkayREAD MORE,2
4334,Best in the market! WorstREAD MORE,1
4335,Wonderful Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and toughREAD MORE,5
4336,Nice product Awesome shuttle. Durable tooREAD MORE,5
4337,Good quality product It's so niceREAD MORE,5
4339,Nice GoodREAD MORE,5
4340,Highly recommended Quick delivery with a good delivery person . Nice quality you can just go for it .READ MORE,4
4341,Value-for-money As usualREAD MORE,5
4343,Super! Not felt like originalREAD MORE,2
4344,Highly recommended Best shuttle good product best quality and fastest delivery in 1 day delivered next dayREAD MORE,5
4345,Pretty good Good Quality shuttle. One shuttle goes more than a weekREAD MORE,5
4346,Perfect product! good produvtREAD MORE,4
4347,Worth the money Good but online product pictures clarification must be necessaryREAD MORE,4
4348,Highly recommended Genuine productREAD MORE,4
4349,"Terrific Fabulous , go with this.READ MORE",3
4350,Good choice Just  awesomeREAD MORE,5
4351,Awesome Nice productREAD MORE,4
4352,Wonderful Perfect for indoorsREAD MORE,5
4353,Terrific purchase Owsome product best in this range.READ MORE,5
4354,Best in the market! excellent productREAD MORE,5
4355,Terrific Better life using it with perfect playREAD MORE,4
4356,Brilliant It's awesomeREAD MORE,5
4357,Classy product One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.READ MORE,4
4359,Fabulous! Delivery very fast and original productREAD MORE,5
4360,Must buy! Very niceREAD MORE,4
4361,"Excellent These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.READ MORE",5
4364,Super! Original productREAD MORE,5
4366,Highly recommended Good...READ MORE,5
4367,Perfect product! Very nice 👌READ MORE,5
4368,Worth every penny Very niceREAD MORE,5
4369,"Terrific purchase Superb, original quality.READ MORE",5
4370,Good Worth for moneyREAD MORE,5
4371,Could be way better Worth and price is lessREAD MORE,5
4373,Excellent ExcellentREAD MORE,5
4375,Horrible Nice productREAD MORE,5
4376,Really Nice Best experienceREAD MORE,5
4377,Best in the market! Very bad because I repeated order but he send cheap quality shattelsREAD MORE,5
4378,Brilliant Excellent.....READ MORE,5
4380,Wonderful Good qualityREAD MORE,3
4381,Utterly Disappointed BadREAD MORE,2
4382,Just okay Cheapest rate ever for the best outdoor cork.READ MORE,5
4383,Value-for-money Nice Product ..... Specially good choice for SmashesREAD MORE,5
4385,Fabulous! Quality was ok but cost of this product is too highREAD MORE,1
4386,Nice it's a best shuttle for playing outside .READ MORE,4
4391,Good Not a good qualityREAD MORE,1
4392,Awesome Not goodREAD MORE,3
4393,"Wonderful I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 gamesREAD MORE",4
4394,"Simply awesome Weight is quite hight,though it's written slow.Its quite fast ..But good...READ MORE",5
4395,Highly recommended Perfect thank you productREAD MORE,5
4397,Classy product this is best for smashREAD MORE,5
4399,Good quality product very nice product 👍READ MORE,4
4400,Worth the money NiceREAD MORE,3
4401,"Terrific purchase Quality is not good, this is not like original one.READ MORE",3
4402,Wonderful Nice product for the bigginerREAD MORE,5
4403,Terrific Very Good PoductREAD MORE,5
4406,Fabulous! very  goodREAD MORE,5
4407,Not good Original & nice productREAD MORE,5
4410,"Simply awesome A little slow, overall goodREAD MORE",4
4411,Terrific purchase Very niceREAD MORE,5
4412,Delightful good product but delivery too lateREAD MORE,4
4413,Simply awesome The shuttles are very good...READ MORE,5
4414,Fair Original product thanks to flip cardsREAD MORE,4
4415,Good product Excellent work by flipkartREAD MORE,5
4417,Excellent Not moving quick. I have better experience with MAVIS 200iREAD MORE,2
4418,Must buy! OkREAD MORE,5
4419,Perfect product! FineREAD MORE,5
4420,Highly recommended Good Product by flipkart. Thanks for faster deliveryREAD MORE,5
4421,Brilliant Nice qualityREAD MORE,5
4424,Value-for-money Good productREAD MORE,3
4426,Delightful Nice 👌👌👌👌READ MORE,5
4427,Brilliant ExcellentREAD MORE,5
4428,Terrific purchase Awesome product and highly durableREAD MORE,5
4429,Mind-blowing purchase very nice product 👌👌 at a better priceREAD MORE,5
4430,Fabulous! Nice product good performanceREAD MORE,5
4432,Fabulous! Good oneREAD MORE,5
4434,Classy product Too goodREAD MORE,4
4435,Does the job NiceeeREAD MORE,5
4436,Perfect product! good shuttleREAD MORE,4
4437,Worth the money Good one.READ MORE,5
4439,Super! From the beginning i like these shuttles.I am happy to buy it again.READ MORE,5
4441,Awesome I think most of people know about this product who play badminton so no need to tell about this productREAD MORE,5
4443,Classy product Good quality and reasonable priceREAD MORE,4
4444,Mind-blowing purchase Great One!READ MORE,5
4445,Nice GoodREAD MORE,3
4446,Fabulous! Good quality original shuttleREAD MORE,5
4447,Great product Great product..READ MORE,4
4449,Good Original brandREAD MORE,5
4450,Just wow! Awesome.READ MORE,5
4451,Nice product Nice one..READ MORE,5
4452,Best in the market! Best playing experience with this shuttle cork..............It's amazing productREAD MORE,5
4453,Must buy! Need moreREAD MORE,5
4454,Best in the market! It is soo nice .l like to play with it in indoorREAD MORE,5
4456,Best in the market! OkREAD MORE,5
4457,Fabulous! Delivery at time and all the safety precautions has been followed by the delivery manREAD MORE,5
4459,Great product Could've been a bit heavier.READ MORE,3
4460,Super! Excellent product from FlipkartREAD MORE,5
4461,Fair Nice shuttle . Must buy . It is better than the other brandsREAD MORE,4
4462,Good NiceREAD MORE,5
4463,Terrific purchase Nic product...READ MORE,5
4468,Good choice nice productREAD MORE,4
4470,Worth every penny Very valuable for this price in lockdown timeREAD MORE,5
4471,Must buy! AverageREAD MORE,3
4472,Must buy! One shuttle for 3-4 days onlyREAD MORE,3
4473,Terrific purchase Superb product.READ MORE,5
4474,Hated it! GoodREAD MORE,4
4475,Fabulous! avgREAD MORE,3
4477,Terrific very goodREAD MORE,3
4479,Awesome Must buyyyREAD MORE,5
4480,Delightful Good product.READ MORE,5
4483,Highly recommended Super fast delivery thanku pruthvi delivery boyREAD MORE,5
4484,Don't waste your money Not Good It is so HardREAD MORE,1
4485,Awesome Super it's really amazingREAD MORE,5
4486,Fair Good product. We play daily for 2 hrs. Each shuttle comes for a week atleastREAD MORE,5
4487,"Does the job Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.READ MORE",5
4488,Must buy! Best in businessREAD MORE,5
4489,Very poor Good shuttles. Felt like bit expensive than sports shop.READ MORE,5
4490,"Just okay Nice, perfect shot & quality product...READ MORE",4
4492,Bad quality It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this productREAD MORE,2
4493,Great product Value for moneyREAD MORE,5
4494,Fair AverageREAD MORE,1
4495,Highly recommended awsomeREAD MORE,5
4496,Very poor Not up to the markREAD MORE,3
4497,Mind-blowing purchase GoodREAD MORE,3
4499,Terrific purchase product quality is not goodREAD MORE,1
4500,Nice product Break in just 2-3 SetsREAD MORE,3
4501,Worth the money Best of outderREAD MORE,4
4502,Awesome Very badREAD MORE,2
4503,Classy product Nic productREAD MORE,5
4504,Fabulous! Good product service is goodREAD MORE,3
4506,Terrific Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.READ MORE,1
4507,Awesome Nice one.READ MORE,5
4508,Best in the market! Very niceREAD MORE,4
4509,Just wow! What a fast delivery...superbREAD MORE,5
4510,Not good Better than mavis 10 and 1000READ MORE,4
4511,Terrific purchase good product 👍excellentREAD MORE,4
4512,Great product Good quality.READ MORE,5
4513,Super! Quality is better than yellowREAD MORE,5
4514,Excellent Finally got original productREAD MORE,5
4517,Must buy! Good shuttleREAD MORE,5
4518,"Classy product Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.READ MORE",5
4520,"Value-for-money Poor quality, very old stock provided.READ MORE",2
4521,Worst experience ever! Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.READ MORE,5
4522,Good Super product it lasts for 3 to 4 yearsREAD MORE,5
4523,Just okay Good qualityREAD MORE,5
4524,Terrific purchase Very happy with the quality and deliveryREAD MORE,5
4526,Nice product Good quality productREAD MORE,5
4527,Super! best shuttle in less price nice 😊😊😊😊😊READ MORE,5
4529,Good choice SuperbREAD MORE,5
4530,Classy product BestREAD MORE,4
4531,Terrific Very bad 😧👎 quality this packREAD MORE,1
4532,Pretty good Good product fast delivery flipkart.READ MORE,3
4533,Very Good GoodREAD MORE,3
4534,Good choice Well fine and good Got the product in timeREAD MORE,5
4535,Good quality product Good for beginnersREAD MORE,5
4536,Awesome my experience was quite good with this product till date.READ MORE,4
4537,Good choice Very niceREAD MORE,5
4540,Excellent  Genuine product!READ MORE,5
4541,Brilliant Shuttles at there bestREAD MORE,5
4542,Just wow! OkREAD MORE,4
4545,Just wow! Good cap very  very game so better......READ MORE,4
